"Betsy Jolas: Bibliography
J. Briscoe: 'Betsy Jolas: Plupart du Temps II', Contemporary Anthology of Music by Women (Bloomington and Indianapolis, 1997)
J. Briscoe (2011/2012) 'Jolas, Betsy'. Grove Dictionary of American Music, 2nd ed. 2012. Oxford Music Online.
D. Henahan: 'Betsy Jolas Winning Recognition in the USA', The New York Times (30 August 1976)
B. Jolas: Molto espressivo (Paris, 1999) [collected writings]
V. Perlis: 'Recordings in Review: Betsy Jolas', The Yale Review (1995), 179–185
B. Serrou: 'Betsy Jolas. D'un opéra de voyage'. Foreword by Henri Dutilleux, Edition Cig'art, 2001.
","Betsy Jolas is related to the following Bibliography: Contemporary Anthology of Music by Women, Grove Dictionary of American Music, D. Henahan, Molto espressivo, The Yale Review, Henri Dutilleux.",BS
"Trebgast: Municipal divisions
Feuln
Lindau
Trebgast
Waizendorf
","Trebgast is related to the following Municipal: Lindau, Trebgast, Waizendorf.",MS
"James Radclyffe, 3rd Earl of Derwentwater: Legacy
'Lord Derwentwater', collected by Francis James Child and published as Child Ballad 208 in English and Scottish Popular Ballads (1882-98).
'Lord Allenwater', collected by Ralph Vaughan Williams in 1904 from the singing of Emily Stears.
","James Radclyffe, 3rd Earl of Derwentwater is related to the following Legacy: Francis James Child, Ralph Vaughan Williams.",BN
"Group & Organization Management: Abstracting and indexing
Current Contents/Social & Behavioral Sciences
EBSCO databases
Emerald Management Reviews
ProQuest databases
PsycINFO
Scopus
Social Sciences Citation Index
","Group & Organization Management is related to the following Abstracting: Current Contents, EBSCO databases, Emerald Management Reviews, ProQuest databases, PsycINFO, Scopus, Social Sciences Citation Index.",GN
"Minister for Trade and Tourism: Portfolio
Austrade
Export Finance Australia
Tourism Australia
","Minister for Trade and Tourism is related to the following Portfolio: Austrade, Export Finance Australia, Tourism Australia.",GN
"Minister for Trade and Tourism: Portfolio
Department of Trade and Customs (1901–1956)
Department of Trade (1956–1963)
Department of Trade and Industry (1963–1972)
Department of Overseas Trade (1972–1977)
Department of Trade and Resources (1977–1983)
Department of Trade (1983–1987)
Department of Foreign Affairs and Trade (1987–present)
","Minister for Trade and Tourism is related to the following Portfolio: Department of Trade and Customs, Department of Trade, Department of Trade and Industry, Department of Overseas Trade, Department of Trade and Resources, Department of Trade, Department of Foreign Affairs and Trade.",GS
"Southern Cemetery, Manchester: Cremations
Elizabeth Wolstenholme Elmy (1833-1918), suffragist.
","Southern Cemetery, Manchester is related to the following Cremations: Elizabeth Wolstenholme Elmy.",GS
"Stephanie Bachelor: Bibliography
Hanson, Helen. Hollywood Heroines: Women in Film Noir and the Female Gothic Film. I.B. Tauris, 2007.
",Stephanie Bachelor is related to the following Bibliography: Hollywood Heroines: Women in Film Noir and the Female Gothic Film.,GS
"Radio Elshinta: Programming
News and Talk Edisi Pagi (morning show, 5-10am)
News and Talk Edisi Siang (high noon show, 10am-4pm)
News and Talk Edisi Sore (afternoon to evening show, 4pm-9pm)
News and Talk Edisi Malam (night show 9pm-12am)
News and Talk Edisi Dinihari (early morning show, 12-5am)
Interactive Discussion (11pm-1am, together with News and Talk Malam)
Komisi Anda (late night discussion show, 1-5am together with News and Talk Dinihari)
NHK World Service (9:05pm-9:30pm)
China Radio International (CRI) (5am and 8:30pm)
Power Breakfast (every monday, 7-8am)
","Radio Elshinta is related to the following Programming: Talk Edisi Pagi, Siang, Talk Edisi Sore, Talk Edisi Malam, Talk Edisi Dinihari, Interactive Discussion, Anda, NHK World, China Radio International, 7-8am.",MS
"Radio Elshinta: Owned stations
91.0 Elshinta Semarang (PM4FAH)
97.6 Elshinta Surabaya (PM6FKO)
99.9 Elshinta Tegal (PM4FBF)
93.2 Elshinta Medan (PM3FAP)
99.6 Elshinta Lampung (PM8FFK, ex-88.5 FM, licensed in Tanggamus Regency)
103.7 Elshinta Sekayu (South Sumatra) (PM7FDR)
96.7 Elshinta Palembang (PM7FDK)
","Radio Elshinta is related to the following Owned: Semarang, Surabaya, Tegal, Medan, Lampung, South Sumatra, Palembang.",MN
"Hordanes Land: Personnel
Grutle Kjellson – bass guitar, vocals, production
Ivar Bjørnson – guitar, keyboards, synthesizers, special effects, production
Trym Torson – drums, percussion, production
","Hordanes Land is related to the following Personnel: Grutle Kjellson, Ivar Bjørnson, Trym Torson.",GS
"Hordanes Land: Personnel
K. Ulland – production, recording, engineering
K. B. Bjorkhaug – production, recording, engineering
R. Torsen – production, recording, engineering
","Hordanes Land is related to the following Personnel: engineering, K. B. Bjorkhaug, Torsen.",MS
"Sheila Jordan: Awards and honors
2006 Manhattan Association of Cabarets & Clubs Lifetime Achievement Award
2007 International Association for Jazz Education Humanitarian Award
2008 Mary Lou Williams' Women in Jazz for Lifetime of Service
2010 New York Nightlife Award – Outstanding Jazz Vocalist
2012 National Endowment for the Arts Jazz Master Award – Lifetime Honors Award
2018 Bistro Award Outstanding Contributions to the Art of Jazz
","Sheila Jordan is related to the following Awards: Manhattan Association of Cabarets & Clubs, International Association for Jazz Education, Mary Lou Williams, New York, National Endowment for the Arts, Bistro Award.",MS
"Sheila Jordan: As leader
Portrait of Sheila (Blue Note, 1963) – recorded in 1962
Confirmation (East Wind, 1975)
Sheila with Johnny Knapp (Grapevine, 1977)
Sheila with Arild Andersen (SteepleChase, 1978) – recorded in 1977
Playground with Steve Kuhn (ECM, 1980) – recorded in 1979
Old Time Feeling with Harvie S (Palo Alto, 1983) – recorded in 1982
The Crossing (BlackHawk, 1984)
Body and Soul (CBS/Sony, 1987)
Lost and Found (Muse, 1990)
Songs from Within with Harvie Swartz (MA, 1993)
One for Junior with Mark Murphy (Muse, 1993)
Heart Strings (Muse, 1994)
Jazz Child with Steve Kuhn (HighNote, 1999)
Sheila's Back in Town (Splasc(h), 1999)
The Very Thought of Two with Harvie Swartz (MA, 2000)
Little Song with Steve Kuhn (HighNote, 2003)
Celebration with Cameron Brown (HighNote, 2005)
Straight Ahead (Splasc(h), 2005) – recorded in 2004
Winter Sunshine (Justin Time, 2008)
Live At Mezzrow (Cellar Live, 2022) – live recorded in 2021
","Sheila Jordan is related to the following As: Portrait of Sheila, Confirmation, Sheila, Sheila, Playground, Old Time Feeling, The Crossing, Body and Soul, Lost and Found, Songs from Within, One for Junior, Heart Strings, Jazz Child, Sheila's Back in Town, The Very Thought of Two, Little Song, Celebration, Straight Ahead, Winter Sunshine, Live At Mezzrow.",BS
"Sheila Jordan: As featured vocalist
Escalator over the Hill (JCOA, 1971)
",Sheila Jordan is related to the following As: Escalator over the Hill.,MS
"Sheila Jordan: As featured vocalist
Here and How! (OmniTone 1997)
I've Grown Accustomed to the Bass (HighNote, 2000)
","Sheila Jordan is related to the following As: Here and How!, I've Grown Accustomed to the Bass.",MS
"Sheila Jordan: As featured vocalist
The Water Is Wide (1993)
",Sheila Jordan is related to the following As: The Water Is Wide.,MS
"Sheila Jordan: As featured vocalist
Theatre (ECM, 1983)
",Sheila Jordan is related to the following As: Theatre.,MS
"Sheila Jordan: As featured vocalist
When Elephants Dream of Music (Rykodisc, 1982)
",Sheila Jordan is related to the following As: When Elephants Dream of Music.,MS
"Sheila Jordan: As featured vocalist
Flexible Flyer (Arista/Freedom 1974)
Blown Bone (Philips, 1979)
Broad Strokes (Knitting Factory, 2000)
","Sheila Jordan is related to the following As: Flexible Flyer, Blown Bone, Broad Strokes.",MS
"Sheila Jordan: As featured vocalist
Home (ECM, 1980)
",Sheila Jordan is related to the following As: Home.,MS
"Sheila Jordan: Academia
Laura Valle
",Sheila Jordan is related to the following Academia: Valle.,BS
"Into the Abyss (film): Awards
2011 BFI London Film Festival, Best Documentary
",Into the Abyss (film) is related to the following Awards: BFI London Film Festival.,MS
"Mosque architecture in Indonesia: Bibliography
Bagoes Wiryomartono (2009): A Historical View of Mosque Architecture in Indonesia, The Asia Pacific Journal of Anthropology, 10:1, 33-45
",Mosque architecture in Indonesia is related to the following Bibliography: The Asia Pacific Journal of Anthropology.,MS
"Ludwig Wilhelm Wichmann: Selected works
1827: Bust of Henriette Sontag, Mittelrhein-Museum, Koblenz
1831: Four female Greek figures. Acroteria in the Altes Museum, Berlin
1838: Bust of Friedrich Ancillon, National Gallery (Berlin)
1840–1850: Statue of Johann Joachim Winckelmann in Stendal (Bronze); also as a marble statue in the National Gallery.
1853: Figure group, Nike richtet den verwundeten Krieger auf (Nike Tending to the Wounded Warrior), Schloßbrücke (Castle Bridge) Berlin
","Ludwig Wilhelm Wichmann is related to the following Selected: Henriette Sontag, Acroteria, Friedrich Ancillon, Johann Joachim Winckelmann, Nike richtet den verwundeten Krieger auf.",MS
"American Indoor Soccer League: Rules
A point system that consisted of 1, 2, and 3 point goals, depending on how far away from the net the shot was taken.
No three lines rule.
One timeout per half per team.
Similar to the MSL, a goalkeeper could '...not use his hands when team-mate passes the ball back. Only after a shot from the opposing team, can you pass back to the keepers hands inside your third line. ( Rebounds, etc...) No direct pass back to keeper outside the third of field to hands.'
The clock did not stop unless the ball went out of play in the last two minutes of the fourth quarter.
","American Indoor Soccer League is related to the following Rules: 1, three, timeout, MSL, The clock.",BS
"American Indoor Soccer League: Notable names
Connally Edozien formerly of the Nigeria national football team's youth system and New England Revolution. Edozien has played in the USL with the Rochester Raging Rhinos and is on contract with the Carolina RailHawks FC.
Oscar Albuquerque current owner of the Rockford Thunder franchise played for Canada's 1980 Olympic qualifying team and in the National Professional Soccer League.
Dayton O'Brien formerly with the University of Memphis, O'Brien was drafted by the Columbus Crew in 2006. O'Brien signed with the Memphis Mojo for the 2006/2007 season.
Everson Maciel of the Western Mass Pioneers signed with the Massachusetts Twisters for the 2006/2007 season after good season in the USL Second Division earned Maciel a spot on the USL 2 All League Team.
Michael Todd of the New York Surf was selected by the Kansas City Wizards in the first round of the 2007 MLS Supplemental Draft.
Gary Flood of the New York Surf was also selected in the 2007 Supplemental but in the second round by the New England Revolution.
","American Indoor Soccer League is related to the following Notable: Connally Edozien, Oscar Albuquerque, Dayton O'Brien, Everson Maciel, Michael Todd, Gary Flood.",GS
"Rocket to Luna: Characters in 'Rocket to Luna'
Ted Baker - Main character, 4th year Space Academy student, mistakenly replaces a member of the Moon rocket crew
Dan Forbes - Ship's engineer, believes Ted is a glory-seeking stowaway who replaced Jack on purpose
Dr. Phelps - Ship's doctor, member of the lunar expedition
Dr. Gerhardt - Ship's geologist, member of the lunar expedition
Jack Talbot - Ted's former classmate, graduated, supposed to be pinch-hitter crew member for Moon rocket, replaced by Ted
George Merola - Captain of Moon rocket, injured during flight
","Rocket to Luna is related to the following Characters: Ted Baker, Forbes, Phelps - Ship's, geologist, Talbot, Moon.",MS
