Everson Maciel of the Western Mass Pioneers signed with the Massachusetts Twisters for the 2006/2007 season after good season in the USL Second Division earned Maciel a spot on the USL 2 All League Team.,"The relation ""signed with"" holds between Everson Maciel and Massachusetts Twisters",GS
Michael Todd of the New York Surf was selected by the Kansas City Wizards in the first round of the 2007 MLS Supplemental Draft.,"The relation ""was selected by"" holds between Michael Todd and Kansas City Wizards",GS
"Curtis, Bill (1986), Fleetwood: a Town is Born, Terence Dalton Limited.","The relation ""Bill at_time"" holds between Curtis and 1986",GS
1957 Alfred Hitchcock Presents (TV series) as Clarence,"The relation ""Presents as"" holds between Alfred Hitchcock and Clarence",GS
1971 See the Man Run (TV movie) as Ben Taylor,"The relation ""See as"" holds between 1971 and Ben Taylor",GS
"1974 Houston, We've Got a Problem (TV movie) as Steve Bell","The relation ""'ve Got as"" holds between Houston and Steve Bell",GS
"Björner, Anders; Brenti, Francesco (2005), Combinatorics of Coxeter groups, Springer, ISBN 978-3540-442387","The relation ""Brenti at_time"" holds between 2005 and Springer",GS
"Cameron, Peter J. (1994), Combinatorics: Topics, Techniques, Algorithms, Cambridge University Press, ISBN 978-0-521-45761-3","The relation ""J. at_time"" holds between Cameron and 1994",GS
"Lehrer, Gustav I.; Taylor, Donald E. (2009), Unitary reflection groups, Australian Mathematical Society Lecture Series, vol. 20, Cambridge University Press, ISBN 978-0-521-74989-3, MR 2542964","The relation ""E. at_time"" holds between Taylor and 2009",GS
"Viennot, G. (1977), 'Une forme géométrique de la correspondance de Robinson-Schensted',  in Foata, Dominique (ed.), Combinatoire et représentation du groupe symétrique, Lecture Notes in Mathematics (in French), vol. 579, Springer, pp. 29–58, doi:10.1007/BFb0090011, ISBN 978-3-540-08143-2","The relation ""in Viennot is"" holds between Foata and G.",GS
"Viennot, G. (1977), 'Une forme géométrique de la correspondance de Robinson-Schensted',  in Foata, Dominique (ed.), Combinatoire et représentation du groupe symétrique, Lecture Notes in Mathematics (in French), vol. 579, Springer, pp. 29–58, doi:10.1007/BFb0090011, ISBN 978-3-540-08143-2","The relation ""is in"" holds between Viennot and Foata",GS
"Viennot, G. (1977), 'Une forme géométrique de la correspondance de Robinson-Schensted',  in Foata, Dominique (ed.), Combinatoire et représentation du groupe symétrique, Lecture Notes in Mathematics (in French), vol. 579, Springer, pp. 29–58, doi:10.1007/BFb0090011, ISBN 978-3-540-08143-2","The relation ""is in"" holds between Combinatoire and French",GS
"Daniel Romano – lead vocals, guitar","The relation ""lead"" holds between Daniel Romano and guitar",GS
"When an additional six miles (9.7 km) of I-95 were opened in late 1978, motorists were directed eastward on SR 68 from SR 713 to connect with I-95. Most stayed with this route after a 0.3-mile (0.48 km)-long section (to SR 70) was opened in early 1979, even though Florida Department of Transportation posted signs encouraging them to avoid SR 713 altogether and use SR 70. The final segment of I-95 to be finished in Florida (Stuart to Palm Beach Gardens) was finally opened in 1987.","The relation ""was finally opened in"" holds between Stuart and 1987",GN
"When an additional six miles (9.7 km) of I-95 were opened in late 1978, motorists were directed eastward on SR 68 from SR 713 to connect with I-95. Most stayed with this route after a 0.3-mile (0.48 km)-long section (to SR 70) was opened in early 1979, even though Florida Department of Transportation posted signs encouraging them to avoid SR 713 altogether and use SR 70. The final segment of I-95 to be finished in Florida (Stuart to Palm Beach Gardens) was finally opened in 1987.","The relation ""was opened in"" holds between Stuart and 1987",GN
"John L. Rapier, owner of the Mobile Register and postmaster of Mobile.","The relation ""owner of"" holds between John L. Rapier and Mobile Register",GS
Inducted in Canada's Sports Hall of Fame in 2016,"The relation ""in"" holds between Canada and Sports Hall of Fame",GS
"Interstate 80 in Nevada, part of the Interstate Highway System","The relation ""is in"" holds between Interstate 80 and Nevada",GS
"Interstate 80 in Nevada, part of the Interstate Highway System","The relation ""part of"" holds between Interstate 80 and Interstate Highway System",GS
"La collana di Pasqua (Naples, 1896) later presented as Nora","The relation ""later presented as"" holds between La collana di Pasqua and Nora",GS
"La collana di Pasqua (Naples, 1896) later presented as Nora","The relation ""presented as"" holds between La collana di Pasqua and Nora",GS
Borkhausenia eurrhoa  (Australia including Tasmania),"The relation ""Australia including"" holds between Borkhausenia eurrhoa and Tasmania",GS
Borkhausenia hypochalca  (Australia including Tasmania),"The relation ""Australia including"" holds between Borkhausenia hypochalca and Tasmania",GS
Borkhausenia lymphatica  (Australia including Tasmania),"The relation ""Australia including"" holds between Borkhausenia lymphatica and Tasmania",GS
"Borkhausenia nefrax  (US states of Arizona, New Mexico, California, Colorado)","The relation ""states of"" holds between Borkhausenia nefrax and Arizona",GS
Borkhausenia nigripuncta  (Australia including Tasmania),"The relation ""Australia including"" holds between Borkhausenia nigripuncta and Tasmania",GS
Levi Richards as Third Guy with Justine (as Rick Livermore),"The relation ""is with"" holds between Third Guy and Justine",GS
FHR European Ventures LLP v Cedar Capital Partners LLC [2014] UKSC 45,"The relation ""v LLP is"" holds between Cedar Capital Partners LLC and 2014",GS
"Cleng Peerson (1783–1865), pioneer settler in Lee County in 1840","The relation ""settler in"" holds between Cleng Peerson and 1840",GS
"Cleng Peerson (1783–1865), pioneer settler in Lee County in 1840","The relation ""settler in"" holds between Cleng Peerson and Lee County",GS
"Cleng Peerson (1783–1865), pioneer settler in Lee County in 1840","The relation ""settler in"" holds between Cleng Peerson and Lee County",GS
"Möllevången, a neighbourhood in Malmö","The relation ""neighbourhood in"" holds between Möllevången and Malmö",GS
"Svanemøllen, a station in Copenhagen","The relation ""station in"" holds between Svanemøllen and Copenhagen",GS
"Möllebacken (Scanian dialect) and Møllebakken (Danish) are names for countless number of hills, 'Mill Hill' in English.","The relation ""is in"" holds between Mill Hill and English",GS
  Meritorious Service Medal with oak leaf cluster,"The relation ""is with"" holds between Meritorious Service Medal and oak leaf cluster",GS
  Army Commendation Ribbon with oak leaf cluster,"The relation ""is with"" holds between Army Commendation Ribbon and oak leaf cluster",GS
"Resurrezione (TV film, 2001)","The relation ""film at_time"" holds between Resurrezione and 2001",GS
"Luisa Sanfelice (TV miniseries, 2004)","The relation ""miniseries at_time"" holds between Luisa Sanfelice and 2004",GS
"San Miniato, luglio '44 (with Valentino Orsini and Cesare Zavattini, 1954)","The relation ""'44 with"" holds between San Miniato and Valentino Orsini",GS
"Christmas Trivia edited by Jennie Miller Helderman, Mary Caulkins. Gramercy, 2002","The relation ""edited by"" holds between Christmas Trivia and Jennie Miller Helderman",GS
"Ohr Yakar ('A Precious Light') - a Magnum opus of some 16 volumes in its extant manuscript form, which had occupied Ramak throughout his adult life - a classic commentary on the Zohar, Sefer Yetzirah and the Zoharic literary offshoots. Its publication ended around 2005 in Jerusalem (some 22 volumes). Certain parts, such as Tefilah le-Moshe and Shiur Qomah, were previously published as separate works.","The relation ""commentary on"" holds between Ramak and Zohar",GS
"Ohr Yakar ('A Precious Light') - a Magnum opus of some 16 volumes in its extant manuscript form, which had occupied Ramak throughout his adult life - a classic commentary on the Zohar, Sefer Yetzirah and the Zoharic literary offshoots. Its publication ended around 2005 in Jerusalem (some 22 volumes). Certain parts, such as Tefilah le-Moshe and Shiur Qomah, were previously published as separate works.","The relation ""classic commentary on"" holds between Ramak and Zohar",GS
"Tomer Devorah ('Palm tree [of] Deborah') - a popular work of Musar Literature based on kabbalistic principles. It was translated into English by Louis Jacobs as 'Moses Cordovero, The Palm Tree of Deborah', New York Sepher-Hermon Press, 1960,  BJ1287.C8T61J2; and later by Rabbi Moshe Miller (1993). First chapter was also translated with an extensive commentary by Henry Abramson under the title The Kabbalah of Forgiveness: The Thirteen Levels of Mercy in Rabbi Moshe Cordovero's Date Palm of Devorah (Tomer Devorah) (2014)","The relation ""of Palm is"" holds between Devorah and 2014",GS
"In 2014, Comicbook.com ranked Eternity's introduction 56th in their '75 Most Iconic Marvel Comics Moments' list.","The relation ""ranked In"" holds between Comicbook.com and 2014",GS
"In 2018, Screen Rant ranked Eternity 17th in their 'Marvel Vs DC: The 25 Most Powerful Gods ' list.","The relation ""ranked In"" holds between Screen Rant and 2018",GS
"In 2018, Screen Rant ranked Eternity 17th in their 'Marvel Vs DC: The 25 Most Powerful Gods ' list.","The relation ""ranked Eternity 17th In"" holds between Screen Rant and 2018",GS
"In 2022, Collider ranked Eternity 4th in their '19 Most Powerful Marvel Characters' list.","The relation ""ranked In"" holds between Collider and 2022",GS
"In 2022, Collider ranked Eternity 4th in their '19 Most Powerful Marvel Characters' list.","The relation ""ranked Eternity In"" holds between Collider and 2022",GS
"Eternity appears in Thor: Love and Thunder. Gorr the God Butcher reaches Eternity's realm using Thor's axe Stormbreaker to wish for the death of all gods. However, Thor convinces Gorr to use his wish to resurrect his daughter Love instead.","The relation ""has"" holds between Thor and axe",GS
"Eternity appears in Thor: Love and Thunder. Gorr the God Butcher reaches Eternity's realm using Thor's axe Stormbreaker to wish for the death of all gods. However, Thor convinces Gorr to use his wish to resurrect his daughter Love instead.","The relation ""convinces"" holds between Thor and Gorr",GS
"Eternity appears in Thor: Love and Thunder. Gorr the God Butcher reaches Eternity's realm using Thor's axe Stormbreaker to wish for the death of all gods. However, Thor convinces Gorr to use his wish to resurrect his daughter Love instead.","The relation ""However convinces"" holds between Thor and Gorr",GS
"Eternity appears in Thor: Love and Thunder. Gorr the God Butcher reaches Eternity's realm using Thor's axe Stormbreaker to wish for the death of all gods. However, Thor convinces Gorr to use his wish to resurrect his daughter Love instead.","The relation ""appears in"" holds between Eternity and Thor",GS
"Palmowski, J., 1999. Urban Liberalism in imperial Germany. Architectural setting of the cult of saints in the early Christian West, c.300–1200, The Oxford Historical Monographs.","The relation ""J. at_time"" holds between Palmowski and 1999",GS
"Liam Gallagher – lead vocals, tambourine","The relation ""lead"" holds between Liam Gallagher and tambourine",GS
"110,865,333 km to cover yearly","The relation ""cover"" holds between 110,865,333 km and yearly",GS
HOXC10 is overexpressed in breast cancer and transcriptionally regulated by estrogen via involvement of histone methylases MLL3 and MLL4.,"The relation ""transcriptionally regulated by"" holds between HOXC10 and estrogen",GS
HOXC10 is overexpressed in breast cancer and transcriptionally regulated by estrogen via involvement of histone methylases MLL3 and MLL4.,"The relation ""is overexpressed in"" holds between HOXC10 and breast cancer",BS
HOXC10 is overexpressed in breast cancer and transcriptionally regulated by estrogen via involvement of histone methylases MLL3 and MLL4.,"The relation ""regulated by"" holds between HOXC10 and estrogen",GS
Methylation of the estrogen-repressed gene HOXC10 in breast cancer determines resistance to aromatase inhibitors. This epigenetic reprogramming of HOXC10 is observed in endocrine-resistant breast cancer.,"The relation ""is observed in"" holds between epigenetic reprogramming and breast cancer",GS
"This Is U.P. Wilson (1995), JSP (UK)","The relation ""Wilson at_time"" holds between 1995 and UK",GS
"James Sharples (1890 – 1969 in Bishop's Castle), an English cricketer who played for Glamorgan","The relation ""in"" holds between Bishop and Castle",GS
"Fuzz Townshend (born 1964), a British drummer, TV presenter, a motoring journalist and mechanic. He lives in Bishop's Castle","The relation ""in"" holds between Bishop and Castle",GS
"Matthew Green (born 1970), Liberal Democrat politician, lived in Bishops Castle prior to his election as MP for Ludlow.","The relation ""lived in"" holds between Matthew Green and Bishops Castle",GS
"Denise Y. Arnold, Christine A. Hastorf (2008). Heads of State: Icons, Power, and Politics in The Ancient and Modern Andes. Left Coast Press. ISBN 9781598741711.","The relation ""Hastorf at_time"" holds between Denise Y. Arnold and 2008",GS
"Bierdz, T. (2009). Forgiving Troy: A True Story of Murder, Mental Illness and Recovery. Thom Bierdz. ISBN 978-1-61539-485-2. Retrieved 2018-02-28.","The relation ""T. at_time"" holds between Bierdz and 2009",GS
Kai (voiced by Brody Allen in English) is the yellow deer who is the leader of the Deer Squad and the group's tech wizard. He has water powers and a hovercraft.,"The relation ""is in"" holds between Brody Allen and English",GS
Lola (voiced by Juliet Rusche in English) is the pink deer who has wood powers and a car that can fly.,"The relation ""is"" holds between Lola and deer",GS
Lola (voiced by Juliet Rusche in English) is the pink deer who has wood powers and a car that can fly.,"The relation ""is in"" holds between Juliet Rusche and English",GS
Rammy (voiced by Holden Thomas in English) is the big red deer who has heat powers and a race car that is able to convert into a robotic horse which is able to leap high.,"The relation ""convert into"" holds between race car and horse",GS
Rammy (voiced by Holden Thomas in English) is the big red deer who has heat powers and a race car that is able to convert into a robotic horse which is able to leap high.,"The relation ""is in"" holds between Holden Thomas and English",GS
Bobbi (voiced by Connor Elias Andrade in English) is the small green deer who has earth powers. He also has the ability to understand babbling animals and likes making desserts.,"The relation ""is in"" holds between Connor Elias Andrade and English",GS
"Sir Steel (voiced by Doug Erholtz in English) is a conceited wealthy entrepreneur who comes up with various plans either for profit or to simply provide himself with convenience even if it means causing problems in the city or wilderness which he does not seem to mind or realize. Though not entirely bald (he has a small hook of hair at the very top), Sir Steel wears a wig which is seen coming off sometimes. He is also the main antagonist of the series.","The relation ""is in"" holds between Doug Erholtz and English",GS
Professor Scratch (voiced by Julie Maddalena Kliewer in English) is Sir Steel's personal scientist.,"The relation ""is in"" holds between Julie Maddalena Kliewer and English",GS
"Ian (voiced by Mr. Lawrence in English) is a white duck who is a friend of the Deer Squad. He likes keeping the park in order, and would sometimes dispatch the Deer Squad with his tuba when he notices trouble. He also has ducklings to care for.","The relation ""is in"" holds between Mr. Lawrence and English",GS
"Ian (voiced by Mr. Lawrence in English) is a white duck who is a friend of the Deer Squad. He likes keeping the park in order, and would sometimes dispatch the Deer Squad with his tuba when he notices trouble. He also has ducklings to care for.","The relation ""is in"" holds between Mr. Lawrence and English",GS
Tina (voiced by Samantha Hahn in English) is a green turtle who is also a friend of the Deer Squad. She has three children.,"The relation ""is"" holds between Tina and green turtle",GS
Tina (voiced by Samantha Hahn in English) is a green turtle who is also a friend of the Deer Squad. She has three children.,"The relation ""is in"" holds between Samantha Hahn and English",GS
Fifi and Sasha (both voiced by Andie Mechanic in English) are two swans.,"The relation ""is in"" holds between Andie Mechanic and English",GS
Ricardo (voiced by Jaiden Cannatelli in English) is a helium-voiced squirrel who likes to play pranks. He has an affinity for his tail which he named Ramona.,"The relation ""is"" holds between Ricardo and squirrel",GS
Ricardo (voiced by Jaiden Cannatelli in English) is a helium-voiced squirrel who likes to play pranks. He has an affinity for his tail which he named Ramona.,"The relation ""is in"" holds between Jaiden Cannatelli and English",GS
Catherine (voiced by Gabby Clarke in English) is a young and heartfelt-looking female crocodile who resides in a place called The Sewer.,"The relation ""voiced by"" holds between Catherine and Gabby Clarke",GS
Catherine (voiced by Gabby Clarke in English) is a young and heartfelt-looking female crocodile who resides in a place called The Sewer.,"The relation ""is in"" holds between Gabby Clarke and English",GS
"Arnold Bernhard Library – The library is named for Arnold Bernhard, the founder and former chief executive officer of Value Line, Inc. Bernhard's son made the library renovation possible by donating $1 million for the project and an additional $3 million for the university's endowment in 1997. The donation was the largest in the university's history. The signature clock tower was replaced during the renovation which changed the icon of the school, which was a rocket ship spire, to a more conservative, modern tower. The computer help desk was relocated to the library. The learning center, renamed the 'learning commons', includes a student tutoring program.","The relation ""is named for"" holds between library and Arnold Bernhard",GS
"E\F band A-100 'Kama' radar based in two concentric rings; a near ring - 25–30 km from Moscow, and a far ring, approximately 200–250 km from Moscow, for early warning and target detection.","The relation ""km from"" holds between ring and Moscow",GS
 North Korea - 72 delivered in 1961.,"The relation ""delivered in"" holds between North Korea and 1961",GS
"Fellowship (Verve Forecast, 2010)","The relation ""Forecast at_time"" holds between Fellowship and 2010",GS
'Reaching for the Moon' with Regina Carter and Russell Malone on We All Love Ella: Celebrating the First Lady of Song (2007),"The relation ""is with"" holds between Moon and Regina Carter",GS
"'Whispering Pines', a duet with Jakob Dylan produced by Joe Henry for Endless Highway: The Music of The Band (2007)","The relation ""duet with"" holds between Whispering Pines and Jakob Dylan",GS
'Backward Country Boy Blues' by Duke Ellington on Terri Lyne Carrington's Money Jungle: Provocative in Blue (2013),"The relation ""on"" holds between Terri Lyne Carrington and Money Jungle",GS
'Om Sweet Om' on Taj Mo by Taj Mahal and Keb' Mo' (2017),"The relation ""' Mo is"" holds between Keb and 2017",GS
Holland makes a cameo appearance as Peter Parker in the ,"The relation ""makes as"" holds between Holland and Peter Parker",GS
Holland makes a cameo appearance as Peter Parker in the ,"The relation ""makes cameo appearance as"" holds between Holland and Peter Parker",GS
Holland makes a cameo appearance as Peter Parker in the ,"The relation ""makes"" holds between Holland and cameo appearance",GS
"Holland's Spider-Man and Zendaya's MJ, based on their appearances in No Way Home, are purchasable skins in the third season of the video game Fortnite.","The relation ""has"" holds between Zendaya and MJ",GS
"The main suits from Homecoming and Far From Home, as well as the MCU's version of the Iron Spider armor, are all featured as downloadable content (DLC) costumes for Spider-Man in Square Enix's Avengers (2020) game on PlayStation 4 and PlayStation 5.","The relation ""in"" holds between Square Enix and Avengers",GS
"Shakespeare's Life and Art, 1939.","The relation ""'s Life is"" holds between Shakespeare and 1939",GS
"Roland, played by Valentine Pelka","The relation ""played by"" holds between Roland and Valentine Pelka",GS
"Conrad, played by John Otway","The relation ""played by"" holds between Conrad and John Otway",GS
"Arris, played by Robert Addie","The relation ""played by"" holds between Arris and Robert Addie",GS
"Stefan, played by Conrad Phillips","The relation ""played by"" holds between Stefan and Conrad Phillips",GS
"Ambrose, played by Bertie Cortez","The relation ""played by"" holds between Ambrose and Bertie Cortez",GS
'Freedun' (featuring Zayn) – 4:42,"The relation ""featuring"" holds between Freedun and Zayn",GS
"Master of Fine Arts, State University of New York, Visual Studies Workshop in Rochester, New York (1981)","The relation ""is in"" holds between Visual Studies Workshop and Rochester",GS
"Master of Fine Arts, State University of New York, Visual Studies Workshop in Rochester, New York (1981)","The relation ""University of"" holds between Fine Arts and New York",GS
"Master of Fine Arts, State University of New York, Visual Studies Workshop in Rochester, New York (1981)","The relation ""Workshop in"" holds between Fine Arts and Rochester",GS
"Master of Fine Arts, State University of New York, Visual Studies Workshop in Rochester, New York (1981)","The relation ""is in"" holds between Visual Studies Workshop and Rochester",GS
"Doctorate, University of Paris (Sorbonne), (1983)","The relation ""University of"" holds between Doctorate and Paris",GS
"1 2 3  Werness, Hope B., Continuum Encyclopedia of Native Art: Worldview, Symbolism, and Culture in Africa, Oceania, and North America, A & C Black (2003), p. 85, ISBN 9780826414656, (retrieved March 20, 2020) ","The relation ""is in"" holds between Worldview and Africa",GS
"1 2 3  Werness, Hope B., Continuum Encyclopedia of Native Art: Worldview, Symbolism, and Culture in Africa, Oceania, and North America, A & C Black (2003), p. 85, ISBN 9780826414656, (retrieved March 20, 2020) ","The relation ""in Worldview is"" holds between Africa and 2003",GS
"1 2  Imperato, Pascal James (cont. Martin and Osa Johnson Safari Museum), The Cultural Heritage of Africa, Safari Museum Press (1974), pp. 28-29","The relation ""Heritage of"" holds between Martin and Africa",GS
"Pascal Sergent, Guy Crasset, Hervé Dauchy (2000). Mondial Encyclopedie Cyclisme.  Volume 3 G-P, UCI.  ISBN 90-74128-73-4","The relation ""Dauchy at_time"" holds between Pascal Sergent and 2000",GS
Singapore's Ministry of Education Master plan for Information Technology in Education - This third Masterplan continues what was built on in the 1st and 2nd plans to transform learning environments to equip students to compete in a knowledge economy.,"The relation ""has"" holds between Singapore and Ministry of Education",GS
"The World Future Society, founded in 1966, is the largest and longest-running community of futurists in the world. WFS established and built futurism from the ground up—through publications, global summits, and advisory roles to world leaders in business and government.","The relation ""founded in"" holds between World Future Society and 1966",GS
"The World Future Society, founded in 1966, is the largest and longest-running community of futurists in the world. WFS established and built futurism from the ground up—through publications, global summits, and advisory roles to world leaders in business and government.","The relation ""established"" holds between WFS and futurism",GS
"Houston Foresight Program, University of Houston","The relation ""University of"" holds between Houston Foresight Program and Houston",GS
"Institute for Futures Research, University of Stellenbosch, South Africa","The relation ""for Institute is"" holds between Futures Research and South Africa",GS
"Machine Intelligence Research Institute (MIRI), Berkeley, California (Previously known as the Singularity Institute)","The relation ""known as"" holds between Machine Intelligence Research Institute and Singularity Institute",GS
"Machine Intelligence Research Institute (MIRI), Berkeley, California (Previously known as the Singularity Institute)","The relation ""Previously known as"" holds between Machine Intelligence Research Institute and Singularity Institute",GS
Future Frequencies Derek Woodgate with Wayne Pethrick,"The relation ""is with"" holds between Future Frequencies and Wayne Pethrick",GS
Prasenjit was the maternal grandfather of Parashurama,"The relation ""was grandfather of"" holds between Prasenjit and Parashurama",GS
Prasenjit was the maternal grandfather of Parashurama,"The relation ""was maternal grandfather of"" holds between Prasenjit and Parashurama",GS
Anaranya(2) was killed by Ravana. (a contemporary of Anu King Janamejaya),"The relation ""was killed by"" holds between Anaranya and Ravana",GS
"Trishanku (Satyavrata) (a contemporary of Anu Kings, Vrshadarbha of Sivi Kingdom, Setuka, Madra who founded the Madra Kingdom and Kekaya who founded the Kekaya Kingdom)","The relation ""Vrshadarbha of"" holds between Anu Kings and Sivi Kingdom",GS
"Mulaka (Contemporary of Parashurama, he saved himself by hiding amongst women when Parashurama was destroying the Kshatriyas)","The relation ""Contemporary of"" holds between Mulaka and Parashurama",GS
"Rama (a contemporary of Yadava King Satvata, an ancestor of Krishna, Kashi King Pratardhana, and Anga King Chaturanga)","The relation ""ancestor of"" holds between Yadava King Satvata and Krishna",GS
Lava inherited Shravasti and founded Lavapuri and Kusha inherited Kusavati.,"The relation ""inherited"" holds between Lava and Shravasti",GS
Lava inherited Shravasti and founded Lavapuri and Kusha inherited Kusavati.,"The relation ""inherited"" holds between Kusha and Kusavati",GS
Lava inherited Shravasti and founded Lavapuri and Kusha inherited Kusavati.,"The relation ""inherited"" holds between Lavapuri and Kusavati",GS
"Höffkes, Karl (1986). Hitlers politische Generale die Gauleiter des Dritten Reiches ; ein biographisches Nachschlagewerk (2., überarb. und erw. Aufl ed.). Tübingen. ISBN 3-87847-163-7.","The relation ""Karl at_time"" holds between Höffkes and 1986",GS
"Borodianka settlement hromada with the administration in the urban-type settlement of Borodianka, transferred from Borodianka Raion;","The relation ""transferred from"" holds between Borodianka settlement hromada and Borodianka Raion",GS
"Bucha urban hromada, with the administration in the city of Bucha, previously incorporated as a city of oblast significance;","The relation ""previously incorporated as"" holds between Bucha urban hromada and city",GS
"Bucha urban hromada, with the administration in the city of Bucha, previously incorporated as a city of oblast significance;","The relation ""incorporated as"" holds between Bucha urban hromada and city",GS
"Hostomel settlement hromada, with the administration in the urban-type settlement of Hostomel, transferred from Irpin Municipality;","The relation ""transferred from"" holds between Hostomel settlement hromada and Irpin Municipality",GS
"Irpin urban hromada, with the administration in the city of Irpin, transferred from Irpin Municipality;","The relation ""transferred from"" holds between Irpin urban hromada and Irpin Municipality",GS
"Kotsiubynske settlement hromada, with the administration in the urban-type settlement of Kotsiubynske, transferred from Irpin Municipality;","The relation ""transferred from"" holds between Kotsiubynske settlement hromada and Irpin Municipality",GS
"Makariv settlement hromada  with the administration in the urban-type settlement of Makariv, transferred from Makariv Raion;","The relation ""transferred from"" holds between Makariv settlement hromada and Makariv Raion",GS
"Nemishaieve settlement hromada with the administration in the urban-type settlement of Nemishaieve, transferred from Borodianka Raion;","The relation ""transferred from"" holds between Nemishaieve settlement hromada and Borodianka Raion",GS
"Piskivka settlement hromada with the administration in the urban-type settlement of Piskivka, transferred from Borodianka Raion.","The relation ""transferred from"" holds between Piskivka settlement hromada and Borodianka Raion",GS
"Jeremy Valentine is currently a lecturer in Media at Queen Margaret University in Edinburgh, Scotland.","The relation ""is in"" holds between Queen Margaret University and Edinburgh",GS
"Jeremy Valentine is currently a lecturer in Media at Queen Margaret University in Edinburgh, Scotland.","The relation ""is lecturer at"" holds between Jeremy Valentine and Queen Margaret University",GS
"Jeremy Valentine is currently a lecturer in Media at Queen Margaret University in Edinburgh, Scotland.","The relation ""is currently lecturer at"" holds between Jeremy Valentine and Queen Margaret University",GS
"Jeremy Valentine is currently a lecturer in Media at Queen Margaret University in Edinburgh, Scotland.","The relation ""is in"" holds between Queen Margaret University and Edinburgh",GS
Utah — a sluff commonly refers to a truancy.,"The relation ""commonly refers to"" holds between sluff and truancy",GS
